srcid,sc_ra,sc_dec,Class_x,Px,Class_xo,Pxo,Class_xi,Pxi,Class_xio,Pxio,GAL_LONG,GAL_LAT,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,angDist
200088201010645,271.090850906506,-24.2739026768603,QSO,0.592,,,STAR,1.0,,,6.139311822928618,-1.25951033140721,J180421.80-241626.0,271.0908535,-24.2739026,0.1096,0.1026,167.7,10.586,10.429,9.59,2.882,12.561,11.67,11.176,0.048,0.065,,0.052,0.022,0.022,0.019,2708024301351030451,hdDD,1,30nn,AAUA,-29,91,443,96,0.334,0.008361
200509403010002,274.863262628521,-32.3174096692738,STAR,0.581,,,STAR,1.0,,,0.6150111783530554,-7.998448460991019,J181927.19-321902.7,274.8633205,-32.3174305,0.0405,0.0379,96.4,10.278,10.281,10.298,8.516,10.738,10.459,10.368,0.023,0.022,0.078,,0.024,0.023,0.021,2752031901351008393,0h00,0,110n,AAAU,-1,43,110,42,0.084,0.191281
200673403010012,271.91698228691,-31.238679932181,STAR,0.411,,,STAR,0.999,,,0.39512819163113844,-5.2803078198176365,J180740.08-311419.2,271.9170052,-31.2386708,0.0543,0.0529,81.5,11.246,11.293,11.407,8.045,12.17,11.453,11.358,0.027,0.031,0.207,,0.024,0.022,0.023,2717031901351059837,0000,1,01nn,AABU,68,58,-47,59,0.443,0.077722
201357430010001,270.75710747288,-22.718545214906,GALAXY,0.612,,,,,,,7.34342906069988,-0.2283979055755015,J180301.69-224306.6,270.7570539,-22.7185219,0.0404,0.0379,88.7,6.404,6.837,6.982,8.11,6.771,6.808,6.846,0.059,0.021,0.043,,0.029,0.038,0.023,2704022801351028229,hh00,1,411n,AAAU,74,38,-239,36,0.327,0.19686
201442714010001,269.145395544854,-21.9880970416607,STAR,0.943,,,,,,,7.235769226710832,1.4280419450926483,J175634.89-215917.0,269.1453863,-21.9880562,0.036,0.0337,102.7,7.574,7.564,7.592,7.99,8.825,8.135,7.939,0.025,0.019,0.031,0.28,0.032,0.036,0.023,2687022801351053688,00hH,1,200n,AAAB,80,49,263,53,0.277,0.150268
203027605010009,278.49103286645,-25.894130481865,QSO,0.558,,,GALAXY,0.998,,,7.846006510282408,-7.94070468520272,J183357.85-255338.7,278.491065,-25.8940957,0.0499,0.0485,151.8,12.058,12.127,12.39,8.959,13.379,12.526,12.261,0.026,0.027,0.532,,0.022,0.025,0.026,2783025801351034233,dd00,0,00nn,AACU,-126,72,-6,74,0.397,0.162815
203059701010087,271.18775586928,-27.621296563156,GALAXY,0.544,,,STAR,1.0,,,3.2607454181218607,-2.9736909960359053,J180445.05-273716.6,271.1877251,-27.6212852,0.0866,0.0811,164.3,10.775,11.025,12.114,8.952,11.645,11.021,10.88,0.039,0.045,,,0.028,0.023,0.019,2704027301351025459,d000,0,11nn,AAUU,-142,79,268,85,0.324,0.106426
203067001010007,266.4698677474,-21.452076414181,QSO,0.557,,,GALAXY,0.83,,,6.429151741603999,3.8396824430041776,J174552.75-212707.3,266.4698226,-21.4520429,0.1534,0.1034,178.0,11.776,12.008,11.641,8.921,13.005,12.143,11.837,0.053,0.057,,,0.022,0.022,0.023,2663021301351018827,0000,0,nnnn,AAUU,,,,,0.567,0.193425
203071101010006,268.12788667143,-29.808658917353,GALAXY,0.395,,,STAR,1.0,,,0.02485371015851943,-1.7363013190701424,J175230.68-294831.2,268.1278406,-29.8086773,0.1055,0.0978,165.7,10.142,10.35,10.815,8.572,10.738,10.442,10.324,0.046,0.048,0.195,,,0.053,0.043,2678030301351058689,ddO0,0,11nn,AABU,-33,97,76,96,0.525,0.158315
204056002010004,274.54532006936,-30.349191071361,STAR,0.46,,,,,,,2.252824653568764,-6.853855352928515,J181810.87-302057.2,274.5453169,-30.3492272,0.0472,0.0446,109.1,11.633,11.666,11.833,8.84,12.442,11.924,11.828,0.026,0.025,,,0.026,0.024,0.026,2747030301351036515,0000,1,00nn,AAUU,43,68,-34,67,0.25,0.130391
205038501010375,270.26668580786,-23.874681567333,QSO,0.717,,,STAR,1.0,,,6.115700245630134,-0.4080196083779242,J180104.00-235228.9,270.2666899,-23.8747169,0.1712,0.1587,172.8,11.655,12.176,9.514,6.94,14.183,12.641,11.992,0.065,0.123,,,0.036,0.022,0.019,2708024301351040053,dDHH,1,6nnn,ABUU,-156,221,-260,213,0.808,0.127829
206509101010001,263.86165984042,-25.528683926911,GALAXY,0.372,,,STAR,1.0,,,1.6941193641600525,3.7223846594624885,J173526.79-253143.3,263.8616462,-25.5287039,0.0388,0.0369,88.8,9.036,8.996,8.961,8.246,11.017,9.819,9.411,0.023,0.021,0.04,0.292,0.026,0.024,0.023,2633025801351047657,0000,0,000n,AAAB,-104,43,0,41,0.111,0.084588
206946414010088,267.07398271981,-28.468049748862,QSO,0.84,,,STAR,1.0,,,0.7045790398002726,-0.25891687908629735,J174817.76-282805.0,267.0740219,-28.4680677,0.0569,0.0548,154.1,8.457,8.575,9.232,7.827,9.395,8.854,8.599,0.028,0.03,,,0.026,0.049,0.025,2674028801351043646,0dhH,1,00nn,AAUU,-96,67,54,72,0.208,0.139933
207631001010001,272.63982953556,-26.032968310319,STAR,0.759,,,,,,,5.280798241426494,-3.3389624727266938,J181033.55-260158.5,272.6398212,-26.0329216,0.039,0.0389,91.8,6.231,6.344,6.484,6.697,6.664,6.533,6.456,0.084,0.024,0.018,0.106,0.024,0.029,0.023,2733025801351013100,dd00,1,4210,AAAA,-37,42,-76,41,0.182,0.170276
207641901010003,266.34417524063,-28.291183824034,QSO,0.441,,,STAR,1.0,,,0.5226218198795274,0.38175534928196675,J174522.59-281728.2,266.3441527,-28.291171,0.1443,0.1318,173.5,9.974,10.23,8.39,6.067,10.899,10.056,9.848,0.057,0.071,0.295,0.348,0.023,0.025,0.025,2657028801351056754,dddd,1,2110,AABB,-106,126,162,141,0.303,0.085072
207641906010030,265.72586094781,-28.451613510686,QSO,0.622,,,STAR,1.0,,,0.10103603911558884,0.7612372434316241,J174254.19-282705.7,265.7258248,-28.4515892,0.0675,0.065,151.1,8.897,8.832,8.498,6.345,9.565,9.415,9.345,0.033,0.033,0.083,0.127,0.033,0.037,0.045,2657028801351048215,dhdd,1,1110,AAAB,19,63,-109,63,1.183,0.143908
207641909010065,265.67729277811,-28.273214682026,GALAXY,0.52,,,,,,,0.23029066637619247,0.8914271233228981,J174242.55-281623.5,265.6773297,-28.2732071,0.0412,0.04,144.9,7.652,7.553,6.647,5.952,10.976,9.089,8.137,0.031,0.023,0.025,0.07,0.022,0.019,0.02,2657028801351060550,0000,0,4300,AAAA,-76,46,-265,45,0.03,0.120053
207841004010008,263.96594994633,-27.06757194362,STAR,0.663,,,,,,,0.44481990171242575,2.8161414844046795,J173551.83-270403.2,263.9659845,-27.0675663,0.0357,0.0342,92.6,6.984,7.096,7.151,7.104,7.715,7.333,7.183,0.052,0.021,0.019,0.11,0.019,0.038,0.023,2636027301351046235,0000,0,1110,AAAB,26,40,-9,80,0.2,0.112518
208016801010007,265.7082597849,-27.843854660199,STAR,0.88,,,,,,,0.6098794069291913,1.0940415296325416,J174249.97-275037.9,265.708238,-27.8438855,0.0387,0.0362,97.8,7.232,7.448,7.441,6.87,8.188,7.962,7.584,0.035,0.021,0.029,0.132,,,0.021,2653027301351002912,h000,1,3102,AAAB,-92,54,-61,49,0.337,0.130834
208016802010079,265.99112504014,-28.097386546976,GALAXY,0.551,,,STAR,1.0,,,0.5252020302260889,0.7483227441872459,J174357.86-280550.6,265.9911141,-28.0973899,0.0809,0.0771,161.0,9.409,9.653,11.02,8.532,13.259,11.137,10.187,0.036,0.043,,,0.047,0.053,0.039,2657028801351059209,0000,1,22nn,AAUU,-109,74,-84,75,0.926,0.036634
200017302010001,263.67709791502,-32.581688363897,STAR,0.851,,,,,,,355.6666102679134,0.04926277069983092,J173442.50-323453.9,263.677121,-32.5816645,0.0672,0.0598,82.3,5.408,5.366,5.277,3.821,5.53,5.52,5.538,0.183,0.068,0.032,0.108,0.02,0.02,0.016,2627033401351052125,000d,0,nnnn,BAAA,-1630,58,-27,55,0.091,0.11091
200855805010009,268.53933669417,-30.060820047367,QSO,0.653,,,,,,,359.9881775070881,-2.171475236281629,J175409.44-300338.8,268.5393652,-30.0607989,0.0381,0.0363,109.5,7.992,8.139,8.14,8.903,9.628,8.522,8.248,0.023,0.022,0.027,,0.035,0.024,0.03,2678030301351051874,ddd0,1,110n,AAAU,-53,40,-16,39,0.154,0.116954
200855815010006,268.694530849784,-30.1900398900138,QSO,0.604,,,STAR,1.0,,,359.94433155905887,-2.352573216122496,J175446.67-301124.1,268.6944788,-30.1900398,0.0457,0.0438,116.9,8.554,8.718,8.761,8.3,10.121,9.295,9.057,0.025,0.025,0.046,,0.028,0.03,0.023,2678030301351027271,000d,0,001n,AAAU,-24,42,50,42,0.065,0.162119
203006901010005,268.40517082018,-34.79671538709,STAR,0.514,,,STAR,1.0,,,355.83402527726275,-4.461590320823832,J175337.23-344748.2,268.4051278,-34.7967317,0.0436,0.0427,87.3,9.558,9.646,10.035,8.95,10.164,9.782,9.684,0.025,0.023,0.072,,0.024,0.025,0.023,2686034901351034824,0000,0,110n,AAAU,44,62,-34,60,0.034,0.140196
203006901010006,268.40333989414,-34.736835735203,STAR,0.545,,,,,,,355.88518385577646,-4.430183927944455,J175336.81-344412.6,268.4033763,-34.7368354,0.0353,0.0344,106.0,7.877,7.949,8.006,8.745,8.015,8.051,8.004,0.023,0.02,0.027,,0.019,0.049,0.027,2686034901351035192,000H,1,000n,AAAU,106,65,-162,51,0.152,0.10783
203006901010045,268.62967325932,-34.665022860987,GALAXY,0.464,,,STAR,1.0,,,356.0411729730715,-4.555076859748877,J175431.12-343954.2,268.6296716,-34.6650557,0.0471,0.0456,43.0,10.24,10.323,10.469,8.75,10.941,10.464,10.404,0.026,0.025,0.095,,0.022,0.021,0.019,2686034901351046119,0000,1,000n,AAAU,-247,70,86,70,0.149,0.118298
203042203010002,264.880101155172,-29.1647917294088,STAR,0.769,,,,,,,359.10367298836013,1.0128791901035723,J173931.21-290953.3,264.8800572,-29.1648113,0.0356,0.0338,88.7,5.692,6.044,5.985,5.42,7.209,6.566,6.384,0.11,0.027,0.016,0.049,0.021,0.04,0.02,2657028801351014028,hhdh,1,5n41,BAAA,-1097,41,96,39,0.135,0.15508
203058201010012,273.35641618778,-33.949088423907,STAR,0.719,,,STAR,1.0,,,358.5667489302485,-7.628961111617006,J181325.53-335656.8,273.3564163,-33.9491211,0.0394,0.0374,86.4,9.764,9.817,9.982,8.622,10.293,9.957,9.838,0.023,0.021,0.053,,0.024,0.024,0.019,2735033401351008338,0h00,1,000n,AAAU,-82,42,14,42,0.009,0.117698
203058201010059,273.46035935427,-33.58636149598,QSO,0.421,,,STAR,0.601,,,358.931310411549,-7.537056583536805,J181350.48-333510.9,273.4603537,-33.5863838,0.062,0.0585,112.3,12.669,12.76,12.291,8.643,13.255,12.796,12.74,0.028,0.037,,,0.024,0.022,0.026,2735033401351020451,0h00,0,11nn,AAUU,65,109,237,109,0.175,0.082115
203071101010001,267.98331806946,-29.85388980217,QSO,0.718,,,STAR,1.0,,,359.92204989795374,-1.6513618575866895,J175156.00-295114.0,267.9833372,-29.8539098,0.0496,0.0487,48.5,8.526,8.646,8.687,8.742,9.616,8.911,8.661,0.026,0.026,0.056,,0.024,0.028,0.025,2678030301351046542,hhh0,1,211n,AAAU,76,50,244,49,0.138,0.093447
204056406010033,261.29875608119,-36.436621245137,QSO,0.605,,,STAR,1.0,,,351.3703822841282,-0.44119298405629404,J172511.68-362611.8,261.2987033,-36.4366145,0.0713,0.0683,144.9,10.579,10.611,9.489,8.492,14.538,13.061,11.699,0.033,0.038,,,,0.069,,2611036401351031711,hhHP,1,11nn,AAUU,-35,69,-75,73,0.699,0.15474
205110107010004,264.92019541294,-28.8534130102722,STAR,0.73,,,STAR,1.0,,,359.3860433498219,1.1488261732380074,J173940.85-285112.1,264.9202371,-28.8533811,0.0424,0.0407,95.8,8.005,8.082,8.163,6.577,8.555,8.275,8.141,0.024,0.023,0.057,0.102,0.026,0.027,0.018,2657028801351039063,dddd,1,1110,AAAA,-40,48,72,62,0.111,0.17449
205539502010011,266.784409539058,-32.2518192003636,STAR,0.546,,,STAR,1.0,,,357.3357148829789,-2.0011400892392004,J174708.26-321506.5,266.7844388,-32.2518273,0.0439,0.0417,115.8,8.745,8.859,8.531,6.972,9.59,9.036,8.867,0.025,0.023,0.063,0.14,0.022,0.025,0.022,2664031901351021428,dd00,0,2111,AAAB,26,39,-163,39,0.089,0.093877
205544401010001,258.75920791133,-33.561692948792,STAR,0.843,,,,,,,352.5405805635386,2.908737591081781,J171502.20-333341.9,258.7591892,-33.5616534,0.0363,0.0352,149.4,6.886,6.924,6.838,6.625,7.92,7.283,7.068,0.05,0.022,0.018,0.078,0.023,0.04,0.026,2591033401351015540,0000,0,0000,AAAA,-123,38,-225,38,2.13,0.15307
205544401010002,258.83020387275,-33.548415042609,STAR,0.868,,,,,,,352.585836118932,2.8683158469732293,J171519.25-333254.3,258.8302238,-33.5484179,0.0416,0.0391,164.3,5.426,5.198,5.174,4.693,5.655,5.683,5.591,0.123,0.055,0.015,0.032,0.021,0.027,0.018,2591033401351015523,dddd,0,0111,BAAA,631,48,-71,46,0.06,0.060679
205547201010001,264.798138998255,-30.3438670978449,GALAXY,0.48,,,,,,,358.0677186966851,0.44519720359458437,J173911.55-302037.7,264.7981439,-30.3438188,0.0416,0.038,110.6,6.999,6.998,7.226,7.83,8.6,7.823,7.428,0.037,0.021,0.047,,0.021,0.027,0.023,2643030301351029359,00hH,0,011n,AAAU,73,43,60,42,0.269,0.174586
206048602010044,273.548449609867,-32.8834056709983,STAR,0.654,,,STAR,0.991,,,359.5935613158921,-7.275736780043638,J181411.61-325300.1,273.5484054,-32.883387,0.0713,0.0694,144.2,13.251,13.508,12.218,8.258,14.173,13.4,13.299,0.031,0.052,0.513,,0.03,0.036,0.03,2735033401351048699,0000,0,11nn,AACU,-136,135,-208,144,0.374,0.149534
206048602010095,273.541059828741,-32.749502218301,STAR,0.56,,,,,,,359.71015031693565,-7.207974608794756,J181409.85-324458.4,273.5410634,-32.749556,0.0475,0.0448,115.1,11.398,11.519,11.378,8.319,12.554,11.864,11.668,0.025,0.026,0.186,,0.026,0.025,0.021,2735033401351062534,hh00,1,22nn,AABU,-541,57,200,57,0.734,0.193939
206048602010107,273.842620979784,-32.8261001594192,STAR,0.684,,,STAR,1.0,,,359.7603175055855,-7.468094516360005,J181522.23-324933.8,273.8426389,-32.8260694,0.038,0.0378,15.1,10.101,10.049,9.866,8.125,11.074,10.436,10.201,0.022,0.021,0.053,,0.021,0.022,0.019,2735033401351057756,0h00,0,nnnn,AAAU,-2,39,-32,38,0.882,0.123178
206048602015023,273.526794450908,-32.9411895541685,STAR,0.555,,,GALAXY,0.825,,,359.53346504960973,-7.286503555049514,J181406.44-325628.2,273.5268536,-32.9411935,0.0537,0.0506,114.2,12.418,12.545,11.635,8.654,12.89,12.529,12.527,0.026,0.031,0.274,0.406,0.022,0.023,0.024,2735033401351047827,0h00,0,11nn,AABC,18,78,-193,82,0.073,0.179156
206049802010001,268.7090198863,-33.385374890847,STAR,0.951,,,STAR,1.0,,,357.1845007778573,-3.970390119556842,J175450.16-332307.3,268.7090056,-33.3853682,0.0444,0.0429,95.3,9.767,9.655,9.642,8.878,10.744,10.103,9.884,0.026,0.022,0.059,,0.024,0.024,0.021,2681033401351029966,0000,0,000n,AAAU,-31,55,-50,62,1.458,0.049204
206527601010060,269.88083683576,-39.000709840642,STAR,0.528,,,STAR,1.0,,,352.7440206155639,-7.563768717852938,J175931.39-390002.6,269.8808022,-39.0007394,0.036,0.0319,89.8,8.892,8.951,8.946,8.515,9.17,9.007,8.952,0.021,0.019,0.034,0.379,0.023,0.023,0.023,2690039401351051367,0h00,0,nnnn,AAAC,-72,40,41,37,0.268,0.143996
206533201010183,263.766586687469,-33.5020917630417,GALAXY,0.696,,,,,,,354.9333229836799,-0.5120503006209848,J173503.98-333007.5,263.7666126,-33.5020989,0.0413,0.0383,103.9,6.374,6.758,6.765,6.454,7.744,7.381,7.174,0.058,0.021,0.047,0.229,0.019,0.027,0.021,2645033401351013574,00dD,1,311n,AAAB,-53,40,-63,39,0.405,0.08208
206707303015079,265.88521925963,-33.326315221545,QSO,0.538,,,STAR,1.0,,,356.02401209845283,-1.915324300714216,J174332.44-331934.5,265.8851833,-33.3262705,0.0401,0.0378,105.6,8.263,8.37,8.336,7.868,10.608,9.109,8.558,0.023,0.021,0.066,0.33,0.022,0.022,0.021,2663033401351033885,hhh0,1,211n,AAAB,78,43,-31,42,0.198,0.19384
206940402010002,267.586146482157,-30.4477109088558,QSO,0.444,,,STAR,1.0,,,359.23582957128895,-1.6594087936561186,J175020.66-302651.8,267.5861007,-30.4477441,0.0626,0.0597,168.9,9.333,9.47,9.391,7.464,10.251,9.638,9.454,0.032,0.03,0.405,0.233,0.022,0.027,0.026,2678030301351017337,hhDD,1,20nn,AACB,-240,82,-137,76,0.213,0.18559
207416201010003,271.208553755586,-34.3029209908527,QSO,0.589,,,STAR,0.714,,,357.4061896938091,-6.2292603644163265,J180450.04-341810.4,271.2085359,-34.3029042,0.0429,0.0401,103.3,11.303,11.46,11.928,8.943,12.148,11.641,11.495,0.023,0.023,0.29,,0.027,0.031,0.032,2704034901351056252,0000,1,00nn,AABU,-305,52,-59,54,0.663,0.08047
207451302010012,266.370685620789,-31.359369723081,STAR,0.667,,,STAR,1.0,,,357.91611760698873,-1.2372752481277283,J174528.96-312133.6,266.3706914,-31.3593583,0.042,0.0395,99.9,8.09,8.162,8.31,8.414,8.813,8.368,8.227,0.024,0.022,0.081,,0.03,0.061,0.023,2664031901351045825,HH00,1,nn1n,AAAU,-15,47,81,53,0.117,0.044784
207631802010003,263.68250019986,-30.090622833821,QSO,0.476,,,STAR,1.0,,,357.7634963047976,1.394401294681626,J173443.80-300526.1,263.682533,-30.0905971,0.0619,0.0584,68.1,9.048,9.098,9.877,8.791,10.708,9.809,9.517,0.03,0.031,0.172,,0.03,0.037,0.037,2643030301351041017,hh00,1,nnnn,AABU,-133,68,137,50,0.153,0.137991
207631803010001,266.47507154436,-31.250899280424,STAR,0.841,,,STAR,1.0,,,358.0551935558149,-1.2569598398105548,J174554.01-311503.3,266.4750633,-31.2509431,0.0593,0.0575,131.9,9.434,9.546,9.807,6.436,10.27,9.619,9.472,0.031,0.029,0.338,,0.023,0.025,0.025,2664031901351059891,hhdd,1,03nn,AABU,252,65,254,70,0.246,0.159853
207641915010059,264.874088736172,-29.0147142183505,GALAXY,0.622,,,STAR,1.0,,,359.2279623972583,1.0971896094676035,J173929.79-290052.8,264.8741372,-29.0146812,0.0507,0.0495,112.4,8.341,8.492,7.997,7.942,11.471,9.671,8.879,0.027,0.028,0.042,0.333,0.036,0.037,0.032,2657028801351014781,pp0d,1,211n,AAAB,-10,49,82,49,0.455,0.193275
207644301010006,266.179491480018,-32.8183499022631,QSO,0.585,,,STAR,1.0,,,356.5862419666857,-1.8598496706174976,J174443.08-324906.0,266.1795003,-32.8183356,0.0388,0.036,98.9,8.004,8.074,8.109,8.062,9.262,8.481,8.201,0.023,0.021,0.035,,0.024,0.036,0.015,2663033401351059742,0ddd,0,000n,AAAU,123,43,-149,41,0.126,0.058073
207703803010034,271.329329382604,-34.3026339418863,STAR,0.706,,,STAR,1.0,,,357.45465317075576,-6.316629210100195,J180519.03-341809.6,271.3293221,-34.3026717,0.0366,0.0347,86.9,8.951,8.985,8.962,8.568,9.287,9.057,9.021,0.023,0.02,0.029,,0.021,0.021,0.02,2704034901351056980,0000,0,001n,AAAU,-6,38,55,37,0.081,0.13754
208016816010040,267.67417424617,-30.271227624411,GALAXY,0.556,,,STAR,1.0,,,359.42639968451783,-1.6343333047786077,J175041.79-301616.4,267.6741594,-30.2712227,0.0448,0.0442,170.7,8.368,8.511,8.369,8.203,10.432,9.082,8.57,0.025,0.026,0.036,0.392,0.022,0.025,0.021,2678030301351032898,pPPP,0,1nnn,AAAC,-10,49,-137,49,0.069,0.04941
200074208010024,209.89549510996,-61.705565778777,STAR,0.533,,,STAR,1.0,,,310.9143955124583,0.10551365076992592,J135934.92-614219.8,209.895519,-61.7055158,0.1028,0.0974,178.7,12.343,13.67,11.378,8.487,12.841,12.524,12.469,0.042,0.068,,,0.021,0.027,0.03,2084062101351047382,dDHP,1,3nnn,AAUU,6,215,-221,211,0.353,0.184484
200074212010001,209.00227444598,-60.220264654656,STAR,0.589,,,STAR,1.0,,,310.87255243346783,1.652192887806312,J135600.53-601313.1,209.0022366,-60.2203161,0.0378,0.0347,120.5,9.751,9.83,9.613,8.713,10.739,10.176,9.988,0.022,0.02,0.104,0.501,0.022,0.024,0.019,2100060601351035498,0000,0,110n,AAAC,-145,35,-79,34,0.147,0.197216
200074212010005,208.7732280982,-60.371478118196,STAR,0.589,,,STAR,0.763,,,310.72530826910713,1.533521142055911,J135505.57-602217.2,208.7732427,-60.3714524,0.0497,0.0492,7.1,11.086,11.14,11.4,9.058,11.893,11.425,11.253,0.027,0.026,,,0.023,0.03,0.026,2100060601351035897,0000,0,11nn,AAUU,32,45,76,46,0.383,0.0962
200074213010006,209.09262439644,-59.85425048907,STAR,0.647,,,STAR,1.0,,,311.0071937011368,1.9955478492019747,J135622.23-595115.3,209.0926524,-59.8542704,0.0416,0.0379,174.4,10.255,10.305,11.067,8.822,10.783,10.399,10.3,0.023,0.021,0.276,,0.026,0.022,0.021,2100060601351055958,00hH,0,nnnn,AABU,-36,35,153,35,0.41,0.087794
200074213010051,208.97412104136,-59.934999147261,GALAXY,0.64,,,STAR,0.99,,,310.92953542305446,1.9320674149048023,J135553.78-595605.9,208.9741234,-59.9349838,0.0469,0.0449,143.8,11.342,11.39,11.776,8.179,11.886,11.734,11.602,0.025,0.024,0.494,,0.027,0.034,0.03,2100060601351058553,000O,1,11nn,AACU,267,46,311,47,0.349,0.055444
200074217010005,210.63111576471,-61.657484442514,STAR,0.769,,,STAR,1.0,,,311.26355990669884,0.05896750591390167,J140231.44-613926.8,210.6310327,-61.6574542,0.0638,0.0611,3.9,10.869,10.769,8.668,4.916,12.108,11.436,11.161,0.029,0.038,0.201,0.325,0.026,0.029,0.024,2115062101351040758,ddh0,1,3110,AABB,79,50,-269,52,0.458,0.178914
200221401010020,248.60599560274,-48.069581749483,GALAXY,0.524,,,STAR,1.0,,,336.45912650731856,-0.25749476093124185,J163425.43-480410.3,248.605991,-48.0695552,0.0915,0.0842,3.7,10.306,10.041,5.622,0.308,14.006,12.023,10.991,0.043,0.072,0.042,0.051,0.048,0.04,0.027,2474048501351047369,hhdd,1,4314,AAAA,-197,70,1099,77,0.851,0.096134
